Nro,Case de Prueba,deviceId,platform,application,Access_token,client_id,email,codigo,codbody,rtoken
21,Generar codigo de perfil con X-Application Espacios en blanco - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,   ,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,400,GEN_ALL_01,
22,Generar codigo de perfil con X-Application Menor a la cantidad de caracteres permitidos (2) - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,IOS,A,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,400,GEN_ALL_01,
23,Generar codigo de perfil con X-Application Mayor a la cantidad de caracteres permitidos (4) - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUSS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,400,GEN_ALL_01,
24,Generar codigo de perfil con X-Application Caracteres especiales (Extraños) - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,IOS,#$&,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,400,GEN_ALL_01,
25,Generar codigo de perfil con Access_token incorrecto - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,ushkjsdhksdhksoweu2309582305,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
26,Generar codigo de perfil con Access_token Modificado - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
27,Generar codigo de perfil con Access_token null - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,null,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
28,Generar codigo de perfil con Access_token incorrecto - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,ushkjsdhksdhksoweu2309582305,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
29,Generar codigo de perfil con Access_token Modificado - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
30,Generar codigo de perfil con Access_token null - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,null,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,401,GEN_ALL_04,NO
31,Generar codigo de perfil con Access_token Vacio - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,IOS,CUS,,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki@tunki.com,400,GEN_ALL_01,NO
32,Generar codigo de perfil con client_id en blanco - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,,tunki@tunki.com,401,GEN_ALL_01,
33,Generar codigo de perfil con client_id con caracteres especiales - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,#$&*+_*$#&,tunki@tunki.com,401,GEN_ALL_01,
34,Generar codigo de perfil con client_id invalido - resultado 401,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd5,tunki@tunki.com,401,GEN_ALL_03,
35,Generar codigo de perfil con email incorrecto - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,tunki.com,400,GEN_ALL_01,
36,Generar codigo de perfil con email null - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,null,400,GEN_ALL_01,
37,Generar codigo de perfil con email Vacio - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,,400,GEN_ALL_01,
38,Generar codigo de perfil con email Espacio en blanco - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,IOS,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8, ,400,GEN_ALL_01,
39,Generar codigo de perfil con email Espacios en blanco - resultado 400,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,               ,400,GEN_ALL_01,
40,Generar codigo de perfil con email ya validado - resultado 422,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,gilmernarciso20@yahoo.es,422,CUS_EDI_01,
41,Validar codigo de perfil ingresando mail de otro usuario - resultado 422,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,carloszawrate2@indigital.com,422,CUS_EDI_01,
42,Validar codigo de perfil ingresando mail de otro usuario ya validado - resultado 422,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,mfonsecs@everis.com,422,CUS_EDI_01,
43,Generar codigo de perfil con email nuevo - resultado 201,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,gnarciso@everis.com,201,,
44,Generar codigo de perfil con email de usuario desabilitado - resultado 422,PF0NGDtS1sn1qq7cv3UEE4beK8xGYEPlRzViLAAaBn0SQta,AND,CUS,eyJhbGciOiJIUzUxMiJ9.eyJpZCI6IjdlMmEzMTM1LTNiYjktNGMzMC1iYmVlLWYzNWEwOTU4ZWVhNyIsInVuaXF1ZUlkIjoiN2UyYTMxMzUtM2JiOS00YzMwLWJiZWUtZjM1YTA5NThlZWE3IiwidHlwZSI6IkFDQ0VTUyIsImV4cGlyYXRpb25EYXRlIjoiMjAxOS0xMC0zMFQyMDozODo0OC40MTUrMDAwMCIsInJvbGVDb2RlIjoiQ1VTX1VTUiIsImFjdGl2ZVNlc3Npb24iOnRydWUsIm11bHRpRGV2aWNlIjpmYWxzZSwiYXBwbGljYXRpb24iOiJDVVMiLCJwbGF0Zm9ybSI6IkFORCIsImRldmljZUlkIjoiUEYwTkdEdFMxc24xcXE3Y3YzVUVFNGJlSzh4R1lFUGxSelZpTEFBYUJuMFNRdGEiLCJleHAiOjE1NzI0Njc5Mjh9.kJLc4LbSHw6kMS_dn4Dh5TVC4rLIfzsEJOe4xknJYWREXYrHR8VcVnvWxtoYfZGFyvmTbIVQPWE9TD_uOhQ1hg,7780216a-3ccb-38e6-a457-ace9052f0fd8,mc@n.com,422,CUS_EDI_01,
